"year","r_aer_all","rfc_BC","rfc_cloud","rfc_NO3","rfc_POA","rfc_SO4","rfc_SOA"
2043,-0.225809511637937,0.0408008900602764,-0.186919234212784,-0.0223430991254742,-0.00459609953659119,-0.0463967477348204,-0.00206145201811624
2044,-0.222549640428785,0.0396178479367444,-0.183419831279494,-0.0222760016433886,-0.00439438199174134,-0.0458102984160351,-0.0020638867938202
2045,-0.219376410150633,0.0384518280170755,-0.179935191012246,-0.0222080209308378,-0.00418800369806135,-0.0452689627301275,-0.00206679137391913
2046,-0.216277304160404,0.0372974911471478,-0.176577503615116,-0.022141201992149,-0.00397670916131485,-0.0447671055358224,-0.0020703953712438
2047,-0.213298708528119,0.0361507350830064,-0.173200455593659,-0.0220759080359985,-0.00376758698685734,-0.0443065822421771,-0.00207495950650785
2048,-0.210434450104296,0.0350008990339925,-0.16990432285339,-0.0220059098508051,-0.00355699809397342,-0.0438939896012626,-0.00207930013637521
2049,-0.207468021825895,0.0338628946936367,-0.166565705599584,-0.0219402282721478,-0.00334944873760769,-0.0434851518393513,-0.00208333167919281
2050,-0.204617970565662,0.0327592552253914,-0.163452940528106,-0.0218772426251616,-0.00314559062195772,-0.043092320960002,-0.0020858328363378
2051,-0.201999704049143,0.0317679086539496,-0.160613732790632,-0.021817685064181,-0.00297023349722865,-0.0426989325140341,-0.00208711969126209
2052,-0.199565865233775,0.0308972858265391,-0.158010108561556,-0.0217673846558308,-0.00281738595339194,-0.042318310330139,-0.00208758569392179
2053,-0.197275846161586,0.030083773152132,-0.155588410847734,-0.0217224253862578,-0.00267800926171525,-0.0419484637039137,-0.00208606119066308
2054,-0.195098975041006,0.0292931570131233,-0.153252285222214,-0.0216766272350866,-0.0025420239160955,-0.041591524925633,-0.00208431346308803
2055,-0.192987516700013,0.028524302512646,-0.151047224869062,-0.0216346752796974,-0.00241533896402177,-0.0412472968074536,-0.00208269466791409
2056,-0.190960124784573,0.0278012856045692,-0.148890282309059,-0.0215965089313885,-0.00229265511477385,-0.0409145156085318,-0.00208205143559481
2057,-0.188999320660228,0.027089803987262,-0.146749046711995,-0.0215531861483771,-0.0021728357077151,-0.0406032581270707,-0.00208189926390615
2058,-0.187122602305877,0.0263953274680417,-0.144750997838598,-0.0215155043979372,-0.00205760507862529,-0.0403076162563198,-0.00208225164598191
2059,-0.185256521633109,0.0257064169946919,-0.142720253429977,-0.0214760066554533,-0.00194618687654682,-0.0400209590853573,-0.0020821857181082
2060,-0.183508137779875,0.0250345857006497,-0.140785326075607,-0.0214398932971119,-0.00183988349010318,-0.03973607357269,-0.00208163362986922
2061,-0.181771677889897,0.0244135191502274,-0.138973242738227,-0.0214089698009856,-0.00174081290513441,-0.0394273576926814,-0.00208051611836962
2062,-0.179978860178653,0.0238325842466093,-0.137201131339047,-0.0213818980550508,-0.00164870088306711,-0.0391055307940025,-0.00207803518207311
2063,-0.178292556233679,0.0232713143022424,-0.135496426165967,-0.0213599569916555,-0.00156179262977516,-0.0387785502056548,-0.00207460264882919
2064,-0.176687879062886,0.0227327714813045,-0.133818524456613,-0.0213398232906631,-0.00148013614719799,-0.0384553764792341,-0.00207056611980543
2065,-0.175072641465923,0.0222090719918389,-0.132154320816932,-0.0213236802099185,-0.00139590320178995,-0.0381188800749139,-0.00206661687159618
2066,-0.173506698525148,0.0216946091745562,-0.130620012566938,-0.0213049525913926,-0.00131708258325384,-0.0377998965121129,-0.00206270438373978
2067,-0.171968861002782,0.0212147461484381,-0.129111828706036,-0.0212887917281664,-0.00124463151091882,-0.0374894633295674,-0.00206056830297794
2068,-0.170476052257209,0.0207415768676415,-0.127626621828265,-0.0212734874510039,-0.00117718512750154,-0.0371918177986253,-0.00205897207420335
2069,-0.169063482911837,0.0202706013974976,-0.126200449829288,-0.0212602213566944,-0.00111167645904343,-0.0368968578169961,-0.00205786904226478
2070,-0.167624229562282,0.0198113572458296,-0.124716256780609,-0.0212460098607391,-0.00104357413241845,-0.0365895609465475,-0.00205681973031433
2071,-0.166172495520399,0.0193488094504717,-0.123249100394687,-0.0212312259805875,-0.00097308204781834,-0.0362744588991049,-0.00205445782656477
2072,-0.164603609927206,0.0188833253863469,-0.121758557974535,-0.0212179259105473,-0.00089336466549098,-0.0359505909301493,-0.00205051157578232
2073,-0.162989570430804,0.0184172357158397,-0.120204654352669,-0.0212022080089504,-0.00081016387599271,-0.0356108871278048,-0.00204532255288928
2074,-0.161367599355573,0.0179584842116777,-0.11874401924771,-0.0211857952303731,-0.00072745289954273,-0.0352691083113387,-0.00203946197154735
2075,-0.159734214368744,0.0175068146186348,-0.117184525045898,-0.0211700165890459,-0.00064094665332103,-0.0349154591904417,-0.0020330922138564
2076,-0.15810330369639,0.0170497654397079,-0.115665744439937,-0.0211529349210912,-0.00055213053381628,-0.0345679055244298,-0.00202634282931802
2077,-0.156516327267911,0.0166180711617483,-0.114134733912791,-0.0211353102878528,-0.00046099571379852,-0.0342227262986917,-0.00201949055933838
2078,-0.154918397510055,0.0161913924159339,-0.11261408119971,-0.0211186855630398,-0.000371250689512342,-0.0338776236438039,-0.00201352730534722
2079,-0.153358059190801,0.0157778210524075,-0.111133652406961,-0.0211014909745377,-0.000281988821379481,-0.0335415083110791,-0.00200825167470497
2080,-0.151806876334741,0.0153737906319062,-0.10970589526035,-0.0210857321238087,-0.000196747191212105,-0.0332073978546441,-0.00200377888898269
2081,-0.150380714686798,0.0150004590348605,-0.108355550522258,-0.0210699548600907,-0.000122367566499279,-0.0328894116001995,-0.00200026477526976
2082,-0.148983135701897,0.0146447287954875,-0.107057274375986,-0.0210565108770814,-4.97267717403917e-05,-0.0325755945338687,-0.00199682139155489
2083,-0.147621996835209,0.0143039407295956,-0.105779541812694,-0.0210435449157496,2.25359452789073e-05,-0.0322485112369652,-0.00199296767326363
2084,-0.146261607874798,0.0139653256738886,-0.104493635081639,-0.0210304340395651,9.97755574710983e-05,-0.031923030924388,-0.00198863725440771
2085,-0.144876570898991,0.0136334068105636,-0.103203415697828,-0.021016522613254,0.00018312247857126,-0.0315899473033263,-0.00198339134826262
2086,-0.143475806329776,0.0132951609458728,-0.10191372447412,-0.0210049634546036,0.000272148969088457,-0.0312475060376272,-0.00197744182492217
2087,-0.142073861065755,0.01297026537491,-0.100611256634336,-0.0209912181223122,0.0003601064959587,-0.0309131262982498,-0.00197036670741692
2088,-0.140672669069965,0.0126453317084643,-0.0993322474920046,-0.0209793271629833,0.000447728599744407,-0.0305694621526258,-0.00196301883697251
2089,-0.13931161402012,0.0123367165990397,-0.0980880351159246,-0.0209668879593179,0.000551312051999532,-0.0302303970993519,-0.0019561921845183
2090,-0.137959080267089,0.0120325973139734,-0.0968513989350316,-0.0209545324724359,0.000644212240065875,-0.0299033030627723,-0.00195064525047089
2091,-0.136559664561064,0.0117249881540455,-0.0956329964480946,-0.0209416860986013,0.000754587138311115,-0.0295834533594174,-0.00194614416650272
2092,-0.135219668722407,0.011424241501058,-0.0944443282783876,-0.0209292601326859,0.000856382848355793,-0.0292594223982116,-0.00194193723617073
2093,-0.133853252774605,0.0111181609027617,-0.0931924052358856,-0.0209176579949054,0.000955303596942736,-0.0289398571379768,-0.0019389006259781
2094,-0.132441156801068,0.010815446741878,-0.0919099475539796,-0.0209039589867165,0.00105123061416953,-0.0286217388809176,-0.0019343422756677
2095,-0.131001289577022,0.0105055055226282,-0.0905828901434916,-0.0208939664985384,0.00115126004356622,-0.0282916016198112,-0.00192917628240893
2096,-0.129497024158815,0.0101772830312909,-0.0892550971226406,-0.0208805395639154,0.00125977972936714,-0.0279562754282888,-0.00192245619951601
2097,-0.127959497857134,0.00985232377048781,-0.0878830403660296,-0.0208699068536894,0.00137960105501576,-0.0276116168056208,-0.00191423601416364
2098,-0.126473985023288,0.00952561136891761,-0.0865223840928126,-0.0208577997242246,0.0015016670114289,-0.027259463310266,-0.00190505761779553
2099,-0.124955765225929,0.00919208573434411,-0.0851660531891636,-0.0208461108909753,0.00162082512557619,-0.0269181373361924,-0.00189564808143323
2100,-0.124121672840058,0.00901582468021981,-0.0843983242644406,-0.0208394934690916,0.0016826374029352,-0.0267349921981635,-0.00189085592325058
