"year","c2f6","c3f8","c4f10","c5f12","c6f14","cc4f8","ccl4","cf4","cfc11","cfc113","cfc114","cfc115","cfc12","ch3br","ch3ccl3","ch3cl","halon1202","halon1211","halon1301","halon2402","hcfc141b","hcfc142b","hcfc22","hfc125","hfc134a","hfc143a","hfc152a","hfc227ea","hfc23","hfc236fa","hfc245fa","hfc32","hfc365mfc","hfc4310mee","nf3","r_fgs","sf6"
1993,0.000204066536327772,1.29342957377042e-05,9.59634290915714e-06,8.08178376424137e-06,8.03813941686395e-06,8.8635162496155e-05,0.00773876661379002,0.00105549407022418,0.0255683546514834,0.00771470956857704,0.00191159655208169,0.000402232157695585,0.0588869742983596,5.71866955104707e-06,0.00330379887740008,0.000410909848006579,0,0.000263079688008157,0.00020374884512793,4.43559864133826e-05,2.31341608254223e-05,0.000191428076378292,0.00730459852734284,7.87072336641845e-06,1.05864803869001e-05,2.6482954483782e-05,9.17975525993963e-06,2.30938887538864e-06,0.000586360577682143,1.42927962258911e-07,0,2.60298484891648e-07,2.86991236303648e-07,9.11931350007775e-07,3.10102612382058e-06,0.116523987454423,0.000525414174341975
1994,0.000212921864818606,1.3813371512183e-05,1.03651429797026e-05,8.7830868474239e-06,9.43661656585662e-06,9.16666883515308e-05,0.00775557042359317,0.00109121872580881,0.025934335536549,0.00805459408813369,0.00194775682951823,0.000431379209045774,0.0604029152823052,5.88728555466405e-06,0.00324847850230634,0.000412245202634074,0,0.000284638321808275,0.000218829111952128,4.68335986952064e-05,5.74581983544347e-05,0.000246883915314955,0.0077216337644331,1.39065773680493e-05,2.21348627423227e-05,2.97438090999562e-05,1.28891762931735e-05,2.69359228950454e-06,0.000625813016150795,1.85670814445979e-07,0,4.50897436940635e-07,2.62928264433917e-07,1.17543182939199e-06,3.61812420265929e-06,0.11947141088442,0.000568763812404837
1995,0.000221964693891206,1.48421670080341e-05,1.11514800724681e-05,9.50880851017025e-06,1.10065096532891e-05,9.45325068617664e-05,0.00777539815452693,0.00112610114352399,0.0262974236696937,0.00835810242467898,0.00198052131940774,0.000459346240950622,0.0620017342761569,6.01505554100507e-06,0.00317358687866462,0.000412278800784925,0,0.000306622837366974,0.000232836088292667,4.90495821000445e-05,0.000110280847365858,0.000305143918631282,0.00817288065867533,2.16913290374094e-05,4.81916171083155e-05,3.4285593025749e-05,1.74062827628727e-05,3.09645470453238e-06,0.000667606877316632,2.61285123874121e-07,0,7.0118125846695e-07,2.6892487169858e-07,1.47262427609799e-06,4.20566885267095e-06,0.12252589728621,0.000613521936702866
1996,0.000231405740326116,1.60757398483709e-05,1.1961089633428e-05,1.02590213339224e-05,1.2767432838872e-05,9.73249518824713e-05,0.00779517160047982,0.00116033735425145,0.0266778327608029,0.00862872004209185,0.00201270100784042,0.000486330487875684,0.0636189561150984,6.11023616753171e-06,0.00306160620462213,0.000407748959531316,0,0.000328175484020711,0.00024597480826118,5.10499362157609e-05,0.000178669408053753,0.000368132607095654,0.00864882784002695,3.09521156342692e-05,9.43939835484018e-05,4.08417010480319e-05,2.18954028328941e-05,3.59051003134035e-06,0.000711859022497683,3.77849124080002e-07,0,1.00549921253579e-06,2.71035113889642e-07,1.80229143701385e-06,4.88049495582992e-06,0.125610126572672,0.000659745779479676
1997,0.000241429800779325,1.75575113979244e-05,1.27846633469828e-05,1.10088063697971e-05,1.47043601617607e-05,0.000100096798966384,0.00780596108393919,0.00119392275666494,0.0270121794447929,0.00884986376362284,0.00204364877682333,0.000511561199724531,0.0650638088815569,6.4587481626488e-06,0.00289426457752794,0.000406095260931632,0,0.00034928201545338,0.000258663550170576,5.27518383381284e-05,0.000257900396741409,0.000433869418906973,0.00911083569527008,3.98796287709562e-05,0.000154719944384337,4.99848513838808e-05,2.63523491246141e-05,4.23865415692815e-06,0.000758637537738973,5.23634483044925e-07,0,1.35935971771461e-06,3.27707535485597e-07,2.19794950721066e-06,5.65442746291557e-06,0.128382379072605,0.000707258953351883
1998,0.00025212546913268,1.93052639658563e-05,1.36255927222715e-05,1.17528298316385e-05,1.68039068819518e-05,0.000102879239098729,0.00781016763181093,0.0012269015355304,0.0272988165600657,0.00903167572032986,0.0020722766057292,0.000533903877726678,0.0663466303002903,7.02321661337185e-06,0.00269971659382246,0.000411192119893681,0,0.000368969776796249,0.000270453795468967,5.41425994499791e-05,0.000338574677320334,0.000497792409889374,0.00954251926517598,4.80498995563792e-05,0.000225789822585252,6.20101406752837e-05,3.12649272156305e-05,5.03667961673551e-06,0.00080750675729742,7.05574178644386e-07,0,1.77345163966139e-06,4.58495994473145e-07,2.70762514948564e-06,6.54271257284704e-06,0.130864752130351,0.000755658114485728
1999,0.000263463106745121,2.13088635879239e-05,1.44817627201497e-05,1.24890333854655e-05,1.90314486983519e-05,0.000105712870635245,0.00780765022668872,0.00125975131736162,0.027544966834108,0.00918456646601687,0.00209920694363323,0.000553464871115039,0.0675249920678314,7.2690774862698e-06,0.00250502688956201,0.000417843325140352,0,0.000386961640678131,0.000281354079092524,5.53320768857197e-05,0.000411567845235008,0.000560218487434957,0.00993325389518638,5.91782048406638e-05,0.000326491145814399,7.73028937151876e-05,3.76317175123778e-05,5.9993273435685e-06,0.000858055075210937,9.29802617846703e-07,0,2.4890643266145e-06,5.98757947142213e-07,3.35677463842538e-06,7.55483691209529e-06,0.133136769379526,0.000803408974469717
2000,0.000275250102623144,2.35553949671109e-05,1.53445817461368e-05,1.32212397775094e-05,2.13463394546304e-05,0.000108601726789668,0.00780088898680573,0.00129240287102972,0.027766378328345,0.00931334978539211,0.00212445421459666,0.000571335253474894,0.0686032917280321,7.20641877230989e-06,0.00232417106173132,0.00041513441782173,0,0.000405323608920825,0.000293124381315952,5.63867898929491e-05,0.000489549031688489,0.000628816204327776,0.0103587962397003,7.52783587544658e-05,0.000466264605341977,9.6063826443494e-05,4.63927512675454e-05,7.23093494493894e-06,0.000910051798734993,1.20054179370469e-06,0,3.87441188969632e-06,7.59723135033782e-07,4.17798129514818e-06,8.6947857429211e-06,0.135365409366529,0.000849754069369306
2001,0.000287273783670466,2.60123695273455e-05,1.62240258259955e-05,1.39488774620159e-05,2.36860804537959e-05,0.000111553570327334,0.0077942355569197,0.00132465205615891,0.0279570538945109,0.0094257730263119,0.00214899457446057,0.000587815653803289,0.0696064474298564,7.04730513911481e-06,0.00215327688554145,0.000403210147619214,0,0.00042312742027058,0.000305078896344538,5.73358152954529e-05,0.00057761180090404,0.000703594957687796,0.0108630681789728,9.62248163382012e-05,0.000629315467226601,0.000117933022904583,5.6762633031745e-05,8.7762130528567e-06,0.000962394095549998,1.512575327063e-06,3.88567458409341e-08,6.02981206664504e-06,1.02695309319592e-06,5.18148639778756e-06,1.00147490820258e-05,0.137596192083806,0.000895658445095553
2002,0.000299552065392174,2.8679910376578e-05,1.71003650902149e-05,1.46386631095069e-05,2.59650420746061e-05,0.000114577630996305,0.00778457327740281,0.00135701602264173,0.0281145706915137,0.00951924785370952,0.00217207654005338,0.000602527436290756,0.0705084098134562,6.89587801745779e-06,0.00198682343642281,0.000394960261514797,0,0.000438302170875211,0.000315129329389713,5.8202122026343e-05,0.00066119475915045,0.000771631104496553,0.0113688019990158,0.000122285068301498,0.000803739001412141,0.000142940769723866,6.79388405231124e-05,1.05984157078279e-05,0.00101429389418137,1.87128364779339e-06,5.77267270526567e-07,8.8028259346933e-06,1.64528328149774e-06,6.35136186795155e-06,1.16379716243322e-05,0.13968760995288,0.000942550118877192
2003,0.00031287719020675,3.15279692616469e-05,1.79450300653454e-05,1.5285011314602e-05,2.81467270101832e-05,0.000117755190781765,0.00777158199001972,0.00139002395058421,0.0282419366537117,0.00959296795296263,0.00219323906170018,0.000615418290342958,0.0713317429947062,6.80715045063855e-06,0.0018320373504093,0.000393954850147339,0,0.000451393713275628,0.000324167162362387,5.89563033032583e-05,0.000736526078602023,0.000832035198275028,0.0118640901759249,0.000154097908989556,0.000996502892444892,0.000170004563199815,8.1965961643353e-05,1.27725942565968e-05,0.00106653081919909,2.2691068734717e-06,3.16601282542981e-06,1.20911506922675e-05,2.98782567953505e-06,7.6930044858078e-06,1.36896915778699e-05,0.141673754210765,0.000991330697961095
2004,0.000326274290268667,3.43239172817909e-05,1.87526966606726e-05,1.58947199849728e-05,3.02239877168364e-05,0.000121137069926291,0.00775768317023313,0.00142329194752678,0.0283505837245963,0.00965273137876589,0.00221189449234259,0.000627020048202042,0.0720821767243485,6.72061885487786e-06,0.00169461585662093,0.000398000157632398,0,0.000463899670783873,0.000332880117901053,5.95961242483387e-05,0.000807205611737439,0.000892322970299922,0.012405867881128,0.00019222754647333,0.00121477980683609,0.000198116417641872,9.996894624705e-05,1.5587635629976e-05,0.00112121293980484,2.69480734267125e-06,8.83074043698353e-06,1.66854451283121e-05,5.57482674688719e-06,9.23773690263032e-06,1.61221944117177e-05,0.143655283959312,0.00104250216131963
2005,0.00033800234061823,3.71166023605618e-05,1.95187381351835e-05,1.6467418459415e-05,3.21828541591244e-05,0.00012478803726254,0.00774412988684096,0.00145658807160403,0.0284376253915319,0.00970582510513785,0.00222849400160141,0.000637684007821067,0.0727593767722594,6.62386308668898e-06,0.00157100520283675,0.000407274539761931,0,0.000475365401933327,0.000341649186489642,6.01472474803221e-05,0.00087266063521663,0.000955308520298095,0.0129896485552265,0.000236815775629086,0.00145140565267009,0.000232308034889107,0.000121900958978809,1.92696064021135e-05,0.00118016670549973,3.1775997152545e-06,1.81176281120922e-05,2.44086756689849e-05,9.80670946099757e-06,1.10039028970473e-05,1.87924704774899e-05,0.145636730436017,0.00109465721215448
2006,0.000349083760187702,4.00616805408828e-05,2.02424977063965e-05,1.69986652347495e-05,3.40105251654225e-05,0.000128686997748539,0.00773040588856988,0.00149027768771313,0.0285026789753766,0.00975276552936227,0.00224406059686917,0.000647386825891765,0.0733758760431654,6.4742872621329e-06,0.0014600248108306,0.000418501071968043,0,0.000484507583910356,0.000351154601181714,6.06129676844586e-05,0.000930087506994299,0.00102233986200668,0.0135800907798022,0.000287329184349577,0.00169636541219924,0.000273822269038184,0.000149102427729168,2.3578529578101e-05,0.00124480973622267,3.70760348893618e-06,3.034323895371e-05,3.55118985201623e-05,1.52401499073922e-05,1.2999588958443e-05,2.17267757609605e-05,0.147577317161648,0.00114781501803862
2007,0.000360207682097101,4.28988069278152e-05,2.09207003863133e-05,1.74969015942891e-05,3.57060953830984e-05,0.000132767276835854,0.00770886345624066,0.00152379748058252,0.0285597437483457,0.00979176945121475,0.00225823168473627,0.000656166478262561,0.0739083179064982,6.24640804344361e-06,0.00136132137242939,0.000427006343710506,0,0.000491309220269772,0.000360495356466959,6.09343737044022e-05,0.000982895217199975,0.00109418704152693,0.0141940100233837,0.00034386267243649,0.00195035129822023,0.000319485058254374,0.000179640791416161,2.82546108383176e-05,0.00131098470296862,4.2048214141193e-06,4.32278689676412e-05,4.99577638361948e-05,2.09638297047204e-05,1.52089733537365e-05,2.5003828560278e-05,0.149479908902484,0.00120340453546862
2008,0.000371370416773703,4.56427127468892e-05,2.15571185793346e-05,1.79819654786075e-05,3.72725193305637e-05,0.000136978298097009,0.00768065726281292,0.00155695047910189,0.0286288824353315,0.00982501455848828,0.00227148801386958,0.000664347180426723,0.0743899183095187,5.96856103992823e-06,0.00127347190961091,0.000436685713128003,0,0.00049678808966705,0.000368861143590989,6.11870298196882e-05,0.00103545211951843,0.00117266626847421,0.0148516854335956,0.000409659355072724,0.00221578918513941,0.000372627539798865,0.000209903553241572,3.32683831034335e-05,0.00137251356636528,4.74431621500413e-06,5.6114544364912e-05,6.75909825911904e-05,2.67874977788005e-05,1.76072725620229e-05,2.86904820152877e-05,0.151422647294751,0.00126221023826281
2009,0.000382342483321381,4.82715896347436e-05,2.21578398302105e-05,1.84367147841544e-05,3.8730644298319e-05,0.000142038697845845,0.00764828552374007,0.00158966391017603,0.0286869379215625,0.0098523785629732,0.00228509094114151,0.000672408514393384,0.0748189357175618,5.70879008674319e-06,0.00119398390615777,0.000446144932156021,0,0.00050149249704688,0.000376287646071827,6.13983815920787e-05,0.00108717290502266,0.00125491818742295,0.0155295564904294,0.000485372587228847,0.00248771492248808,0.000433083129427189,0.000236660266951206,3.86672384655902e-05,0.00143155753498683,5.39210162511144e-06,6.88935737751356e-05,8.69497733998909e-05,3.27864187821529e-05,2.01511077935407e-05,3.30843225692725e-05,0.153338822273753,0.00132373445877899
2010,0.00039290395192707,5.06250214555397e-05,2.27307173194054e-05,1.88602347891356e-05,4.0106730618809e-05,0.000148326525769336,0.00761039287674336,0.00162203340021218,0.028712935199442,0.00987467107604742,0.00229782764538538,0.000680407708503305,0.0751906382276216,5.51567031135713e-06,0.00112303264165085,0.000450139995065913,0,0.000504578707328437,0.000383249932012765,6.15011760589772e-05,0.00113641058681485,0.00133167909958523,0.0161918006735986,0.00056881279602384,0.00276437498829748,0.000495513239011109,0.000260236978430676,4.49645694513259e-05,0.00148992552548586,6.02683607899275e-06,8.20278545176804e-05,0.000111072914568025,3.80909209109712e-05,2.279110571897e-05,3.84609886911606e-05,0.15514355655113,0.00138613381233551
2011,0.000403207635864486,5.29056892593303e-05,2.32909291948347e-05,1.92555037566593e-05,4.14027523125277e-05,0.000154724938980001,0.00757329339333699,0.00165404423046509,0.0287260506570899,0.00989501383346866,0.00230935257681278,0.000688109154370453,0.0755322339051077,5.36429739010527e-06,0.00105809762557521,0.000447436961387827,0,0.000505756739868864,0.000389898006163132,6.15145457818109e-05,0.00119010053252746,0.00139952530085817,0.0168082380769491,0.000665728846738902,0.00304947722124881,0.000559084078269467,0.000283604840929807,5.20590425547625e-05,0.00154968442125173,6.6791647639727e-06,9.71998233526248e-05,0.000143636853456994,4.29915407501131e-05,2.54544237221538e-05,4.4781317810079e-05,0.156888402097424,0.00144908688085297
2012,0.000413516429792079,5.53067349816915e-05,2.38499454147555e-05,1.96314658876866e-05,4.26458444362455e-05,0.000160851621150164,0.00753871451419013,0.00168665378368264,0.0287380212656816,0.00991064099848505,0.00232058009637252,0.000695272761881942,0.0758275454144641,5.2296012091973e-06,0.000998993523720086,0.000446068547555455,0,0.000505312998413691,0.000396677834068113,6.14658978271052e-05,0.00125549399399327,0.00146072169595447,0.0173918065089515,0.000780849497756472,0.0033486685037353,0.000627736849705008,0.00030378980102828,5.94036835912838e-05,0.00161259263415315,7.46494377602596e-06,0.000114508385634589,0.000181575353283847,4.85104294851195e-05,2.80103800375478e-05,5.19391777635619e-05,0.158626538649237,0.0015138605078236
2013,0.00042391741502723,5.76738766001586e-05,2.44019209938432e-05,1.99957287829915e-05,4.38532470728468e-05,0.000167113449209034,0.00749832545884129,0.00171994409104151,0.0287496918723198,0.00992385661514695,0.00233194814446322,0.000702088425847947,0.0760719949105489,5.10030911654412e-06,0.000944718259427733,0.000452717044423573,0,0.000503572486836864,0.000403554275641393,6.13351367697459e-05,0.00132073986656246,0.00151329639655534,0.0179597989385449,0.000906585798655992,0.00364881170116785,0.000700941156548752,0.000317247751450204,6.70826111870486e-05,0.00167971289546301,8.31254380116948e-06,0.000131532364309939,0.000222026892321849,5.41674131637724e-05,3.03656625772346e-05,5.95242062475735e-05,0.160286786966825,0.00158105665874686
2014,0.00043433854789076,5.98366874616543e-05,2.4948606825024e-05,2.03497713142529e-05,4.5044095574299e-05,0.000173602762956169,0.00745419617304042,0.00175360124947643,0.0287586209863002,0.00993341893225028,0.00234262507306069,0.000708950601871347,0.0762920346633365,4.94560716553721e-06,0.000895122361162636,0.000461295406385981,0,0.000500592668672907,0.00040986517798128,6.11274164920903e-05,0.00137571751561437,0.00155726960593867,0.0185077669757836,0.00104321334890376,0.003947146999158,0.000775915238488726,0.000324784908585645,7.51656153228591e-05,0.00175096976415469,9.17022601533419e-06,0.000147665920152173,0.000267107734498608,5.9815122951526e-05,3.24720368809459e-05,6.69603665080691e-05,0.16189310971319,0.00165062945337575
2015,0.00044465723025118,6.19415819093886e-05,2.54889471106545e-05,2.0691762861215e-05,4.62604183857805e-05,0.000180275799571453,0.007411746335565,0.00178756221442958,0.028766505962573,0.00993880638645917,0.00235279312467096,0.000716193483701861,0.0764791366776456,4.82315418555618e-06,0.000849815540531964,0.000475847172525593,0,0.000496806903464549,0.000415523655875349,6.0898367775518e-05,0.00142232713529693,0.00159567108346518,0.0190416758376614,0.00119792867819828,0.00425887046463354,0.000853791745775307,0.000330708231589355,8.39703245175236e-05,0.00182407168820572,1.00438311092437e-05,0.000164290470105087,0.000319295195611521,6.5574909260309e-05,3.44103323910982e-05,7.44782494577451e-05,0.163511630655523,0.00172338355194241
2016,0.000454931209459652,6.40951225974107e-05,2.60279658886369e-05,2.10204122317049e-05,4.75155874753294e-05,0.000187150599531341,0.00736761436591934,0.00182189972307263,0.0287753175385357,0.00994011405103351,0.00236308895780205,0.000723691274549129,0.0766219361064307,4.75084581605833e-06,0.000808688284914481,0.000492129013497462,0,0.00049220542989595,0.000420442709445216,6.06242782541928e-05,0.00146253376572267,0.00162992801685628,0.0195596724454308,0.0013680296846996,0.00459321431913878,0.000936965872133998,0.000337249246170357,9.36747975063161e-05,0.00189552032622098,1.09297337294927e-05,0.00018167716126122,0.000378098744796468,7.12472245774907e-05,3.62968539141183e-05,8.28329157900132e-05,0.165107795453387,0.0017981419306745
2017,0.000465432067861926,6.62549458265644e-05,2.65626480831623e-05,2.13439329496802e-05,4.87954630030857e-05,0.000194453972611028,0.00732644250481098,0.00185744129031736,0.0287849623020426,0.00993036193638928,0.00237182628746116,0.00073137979693831,0.076739234446071,4.66987103760071e-06,0.000771358606578172,0.000492795980777979,0,0.000487076643982008,0.000424753462062459,6.03072316394934e-05,0.00149706531268235,0.00165967255435802,0.0200517079865484,0.00155449406412438,0.0049506672672462,0.00102667013372715,0.000345841005117671,0.000104199035177016,0.00196775995671473,1.18698996182531e-05,0.000200276526056854,0.000446517693497399,7.69136538604699e-05,3.81287182488266e-05,9.2727063648824e-05,0.166688037346159,0.00187425273698576
2018,0.00047635928028341,6.84347036769489e-05,2.70993400664644e-05,2.16624682825591e-05,5.01213365961793e-05,0.00020226783585028,0.0072918972262384,0.00189502583092974,0.028796215735956,0.00990525216819216,0.00237818862788249,0.000739684460761905,0.0768283355532708,4.54076091993402e-06,0.000737209870337617,0.000483344383144389,0,0.00048163027864832,0.000428829570295437,6.00135050420176e-05,0.00152584224636529,0.00168421784759076,0.0205143141192288,0.0017630015622426,0.00532147107627965,0.00111789810757815,0.000356488339825556,0.000115669848639513,0.00204605913382116,1.29419997923201e-05,0.000220730020410611,0.000532527012681106,8.26470428084125e-05,3.9906599156942e-05,0.000104289739330144,0.16824887948774,0.00195219857115967
2019,0.000487424187565281,7.06995871449722e-05,2.76466291618347e-05,2.19781483916712e-05,5.15002409948305e-05,0.000210264847463067,0.00725514511942564,0.0019329339467135,0.0287972999971697,0.00987698840146133,0.00238373514107834,0.000748177201897007,0.0768825832334324,4.37407405710438e-06,0.000705620493174131,0.000478033335902291,0,0.000475997656350251,0.000432750775193084,5.97719007723407e-05,0.00155333726752058,0.0017047978841841,0.0209382978921644,0.00198745316467716,0.00568496394977426,0.00120833306032314,0.000364672881769097,0.000127775285410255,0.0021306925747988,1.41609464944976e-05,0.000241334138699129,0.000638177771874294,8.78496949991647e-05,4.16768578002205e-05,0.000116943273187338,0.169762350465721,0.00203125606749731
2020,0.00049825132197353,7.30275648104705e-05,2.81967757999902e-05,2.22908263534083e-05,5.2920611907487e-05,0.000218456414025772,0.00721144822645425,0.00197042060661733,0.0287706348745752,0.00984902032405635,0.00238900229800846,0.00075598476578509,0.0768832477286734,4.23801344002498e-06,0.000676557796731699,0.000478786491618847,0,0.000469941008993337,0.000436191068931166,5.95391880500159e-05,0.00157894872288781,0.0017215440276111,0.0213116951510402,0.0022225341743557,0.00603527304608729,0.00130074480656244,0.000369169128846738,0.000140412336601032,0.00221768094147753,1.53949260240779e-05,0.000259489457699177,0.00075937426387414,9.19361389186707e-05,4.34002922067613e-05,0.000130771711356183,0.171153707551131,0.00211098407512806
2021,0.000509285498724701,7.53841361617602e-05,2.87534871781343e-05,2.26050463419521e-05,5.43780573046234e-05,0.000227271983852607,0.00716712651822702,0.00200891259910531,0.0287126475266829,0.0098211796407226,0.00239379673340195,0.000763404021076852,0.0768486502913522,4.14222890134323e-06,0.000649941848206841,0.000481129978226435,0,0.000463634954918957,0.00043947057750395,5.93507489590513e-05,0.00160217174644998,0.00173386339965197,0.0216391870604373,0.00247642014004418,0.00638834901635511,0.00139594705602686,0.000373662761081336,0.000154337380216916,0.00230409065786933,1.65751348158239e-05,0.000275885353007152,0.000891400077813352,9.57901673958791e-05,4.50590497624065e-05,0.000146449236290046,0.172469634700323,0.00219234110841413
2022,0.000520775027367716,7.77613639883976e-05,2.93132060596057e-05,2.29139687072037e-05,5.58449774331489e-05,0.000237109408789715,0.00712510302650661,0.00204891449064492,0.0286412850380358,0.00978983803131595,0.00239832490989509,0.000771606683664519,0.0767992117059187,4.05247888370093e-06,0.000625405777713517,0.000481541008095048,0,0.000457273404304778,0.000442856213033317,5.92100607828327e-05,0.00162435128939888,0.00174250834567678,0.0219249087224219,0.00276127889306386,0.00675107970398249,0.00149548343081808,0.000380462825323545,0.00016960524905039,0.00238804231503717,1.78242383320934e-05,0.000291807652456151,0.00104100490483389,9.97486302037907e-05,4.66947129547758e-05,0.000164078149836617,0.173794842704745,0.00227673690994151
2023,0.000532485276375417,8.02036769328618e-05,2.98629633718727e-05,2.3217523435302e-05,5.72943963449716e-05,0.000247939259327107,0.00708555196778734,0.00208969253114435,0.0285513014632916,0.00975821605569005,0.00240208278790024,0.000780357515412012,0.0767291317184504,3.97223073311453e-06,0.000602437057538098,0.000475082970278129,0,0.000450548018384258,0.000446177999938405,5.90950159914625e-05,0.00164396590550316,0.00174888557379791,0.0221708252135917,0.00306948359176019,0.00712177577577283,0.00160031849340641,0.000387407532358487,0.00018562115432847,0.00247056109567188,1.91798311640256e-05,0.000307335757255796,0.00120701967825375,0.000102902977763773,4.82305510484616e-05,0.000182905407019053,0.175085330727352,0.00236411469227947
2024,0.000544073286654145,8.27081637286979e-05,3.04005494169135e-05,2.35148079790477e-05,5.87213190965245e-05,0.000258914087323664,0.00704456494511556,0.00213045955004139,0.0284466161483019,0.00972479668847692,0.00240557407523633,0.00078875803069606,0.0766254704508569,3.94005387961055e-06,0.000580691149570401,0.000465011556405575,0,0.000443437940401794,0.000449286137693944,5.89596251024561e-05,0.00166157206754887,0.00175410163592665,0.0223923466703556,0.00338074306893362,0.00750057405812343,0.0017075497945796,0.00039189099269393,0.000202292688875571,0.00255432537750729,2.0544980173411e-05,0.000322514850223873,0.0013742920359473,0.000105438995213954,4.95350236016074e-05,0.00020213333880612,0.176301885602107,0.00245305748087573
2025,0.000555699456923439,8.52197197431863e-05,3.09206920802816e-05,2.379372401434e-05,6.00842592023172e-05,0.000269898228732744,0.00700160504896557,0.00217135528123246,0.0283371582153193,0.0096897587795004,0.00240833152281116,0.000796890278372853,0.0765055910593333,3.91738451882017e-06,0.000559934497448073,0.000457518401411392,0,0.000436168237521356,0.000452262335196909,5.88118333724265e-05,0.00167842332067311,0.00175799802418466,0.0226057838508123,0.00369473569652469,0.007883298019767,0.00181559976066304,0.000395498982681385,0.000219426648663143,0.00263935298651786,2.19002083488873e-05,0.000337471103734213,0.0015426323357871,0.000107861824555758,5.05317382143022e-05,0.000221752855529664,0.177487108060437,0.0025429453459444
2026,0.000564854861426352,8.7272044354726e-05,3.14173288476453e-05,2.40726038891693e-05,6.14089476502001e-05,0.000274533505312181,0.00692257434712879,0.00220459370310294,0.0281412448316207,0.00965314649187537,0.00241040363127257,0.000803384660648212,0.0762433634978328,3.83238078713846e-06,0.000539635618954246,0.00045321363795977,0,0.000426246290027687,0.000453829470245066,5.82828795468433e-05,0.0017060255320134,0.00175866755771031,0.0226499047237766,0.00408197337602001,0.00811102277344324,0.00196924151996094,0.000384021442454986,0.000229465551728777,0.00267135299202324,2.30806897791427e-05,0.000352925020204884,0.00152379610667523,0.000110089690563671,5.1244753912245e-05,0.000229853959829695,0.177904589461534,0.00261362859546262
2027,0.000569942365498911,8.85607717971974e-05,3.18894773359388e-05,2.43360954892771e-05,6.26646596111733e-05,0.000269029314190168,0.00678722356076279,0.00222507705039679,0.0278167127788535,0.00961435714698378,0.00241224953187278,0.000807332727367965,0.0757631219502226,3.66565282375923e-06,0.000519882453308334,0.000448614521791989,0,0.000412328554345088,0.000453243185256063,5.71615069524071e-05,0.00174978514315896,0.00175646637367226,0.0224166554063497,0.00455500945225651,0.00807578145480402,0.00218603007045153,0.000347235107202084,0.000227613384108074,0.00261961036196551,2.39338058726398e-05,0.000367083903076041,0.00120714886735606,0.00011160899876143,5.16691800134365e-05,0.00021922416249909,0.177035820619252,0.00265184782592021
2028,0.000574585684342583,8.97392088282578e-05,3.23390890952454e-05,2.45834081163899e-05,6.38467952994369e-05,0.000263491707145658,0.00665069448087124,0.00224388154530077,0.0274952660118849,0.00957488415976343,0.00241347037003576,0.000811009447736393,0.0753017579909933,3.47444633058477e-06,0.000501731726496652,0.000438724483971917,0,0.000398721002156684,0.000452574413333002,5.60215730509925e-05,0.00179039546790685,0.00175231725538528,0.0221141417191721,0.00497139018122995,0.00796649313344593,0.00238356032376461,0.000308247426606056,0.000224315389342203,0.00256457101308158,2.46850264870544e-05,0.00037547922556487,0.000897891607640391,0.000111873791399816,5.18089319384934e-05,0.000208244428513703,0.175902523968878,0.00268659487477059
2029,0.000580392183714628,9.10942849900619e-05,3.27610662723813e-05,2.4819376497678e-05,6.49676088845782e-05,0.000262580043199157,0.00653720929537759,0.00226682560964658,0.0272407691838521,0.00953476958223573,0.00241432649553653,0.000815784100003251,0.0749255736708299,3.29409445445843e-06,0.000485384972025486,0.000423536174199589,0,0.000387319599847526,0.00045277028354435,5.51296477243582e-05,0.00181889597178841,0.0017471146296948,0.0218435159529129,0.00527610870641076,0.00789012457345589,0.00252721608322836,0.000278338026008547,0.000224736967764046,0.00254440922933482,2.54695015062388e-05,0.000377481051526817,0.000732198209643981,0.000110903760653852,5.16614164391053e-05,0.00020564582365398,0.17504970666093,0.00273175792145823
2030,0.000586484541100665,9.24578226449783e-05,3.31636291275124e-05,2.50457919580303e-05,6.60091353464763e-05,0.000263630848106835,0.0064350708560988,0.00229072343710462,0.0270163385970928,0.00949381958016193,0.00241463673162909,0.000820896487894891,0.0745948860959302,3.11596141342976e-06,0.000470380522729274,0.000405026785645889,0,0.000377050003023437,0.000453268268436656,5.43429302887113e-05,0.00184019807296337,0.00173998393676094,0.0215637366426572,0.00550695169529961,0.00779832121162845,0.00263786476645381,0.00025186484476395,0.000226057982130787,0.00253841384145462,2.62159752742588e-05,0.00037452047404171,0.000628944872841381,0.000108869669908098,5.12348840450949e-05,0.000206454651496683,0.174199214543082,0.00277972306545792
2031,0.000592451864100963,9.37805191117176e-05,3.35412126193227e-05,2.52577306974001e-05,6.69768768382228e-05,0.000265515061843115,0.00633767146238908,0.00231414452309438,0.0267992495781434,0.00945157325462652,0.00241463744560845,0.000826044498495193,0.0742704702340915,2.93903606394488e-06,0.000456420084108848,0.000385128041948852,0,0.000367228010699048,0.00045381292659683,5.36059871561e-05,0.00185602307553272,0.00173067639543914,0.021257098243395,0.00568098290146668,0.00767703571500999,0.00272501545502053,0.000227086758935036,0.000227294160530534,0.00253942161815546,2.68951671086083e-05,0.000367731291196875,0.000556341313572687,0.000105951511367353,5.05412965442864e-05,0.000208733869696722,0.173273900206276,0.00282777470313055
